DateTime,WeldindStation1_Robot1_PlusWire_value,WeldindStation2_Inverter1_MinusWire_value,WeldindStation2_Inverter1_PlusWire_value,WeldindStation2_Inverter2_MinusWire_value,WeldindStation2_Inverter2_PlusWire_value,WeldindStation2_Robot1Robot2_MinusWire_value,WeldindStation2_Robot2_PlusWire_value
2022-12-03 03:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 05:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 06:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 08:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 09:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 11:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 12:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 14:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 15:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 17:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 18:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 20:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 21:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
2022-12-03 23:00:00,28.1,25.8,25.1,25.8,25.6,21.6,25.8
